"Day","Fajr Begins","Fajr Iqama","Sunrise","Zuhr Begins","Zuhr Iqama","Asr Begins","Asr Iqama","Sunset","Isha Begins","Isha Iqama","Jumah Iqama"
"1","6:16 AM","6:45 AM","7:54 AM","01:01 PM","1:45 PM","4:25 PM","5:00 PM","6:08 PM","7:29 PM","8:00 PM","2:00 PM"
"2","6:17 AM","6:45 AM","7:55 AM","01:01 PM","1:45 PM","4:24 PM","5:00 PM","6:07 PM","7:28 PM","8:00 PM","2:00 PM"
"3","6:18 AM","6:45 AM","7:56 AM","01:01 PM","1:45 PM","4:23 PM","5:00 PM","6:06 PM","7:27 PM","8:00 PM","2:00 PM"
"4","5:21 AM","6:00 AM","6:59 AM","12:01 PM","1:00 PM","3:21 PM","3:30 PM","5:03 PM","6:24 PM","8:00 PM","1:30 PM"
"5","5:21 AM","6:00 AM","6:59 AM","12:01 PM","1:00 PM","3:20 PM","3:30 PM","5:03 PM","6:24 PM","8:00 PM","1:30 PM"
"6","5:22 AM","6:00 AM","7:00 AM","12:01 PM","1:00 PM","3:19 PM","3:45 PM","5:02 PM","6:23 PM","8:00 PM","1:30 PM"
"7","5:23 AM","6:00 AM","7:02 AM","12:01 PM","1:00 PM","3:18 PM","3:45 PM","5:01 PM","6:22 PM","8:00 PM","1:30 PM"
"8","5:24 AM","6:00 AM","7:03 AM","12:01 PM","1:00 PM","3:17 PM","3:45 PM","5:00 PM","6:21 PM","8:00 PM","1:30 PM"
"9","5:25 AM","6:00 AM","7:04 AM","12:01 PM","1:00 PM","3:16 PM","3:45 PM","4:59 PM","6:20 PM","8:00 PM","1:30 PM"
"10","5:26 AM","6:00 AM","7:05 AM","12:01 PM","1:00 PM","3:15 PM","3:45 PM","4:57 PM","6:19 PM","8:00 PM","1:30 PM"
"11","5:28 AM","6:00 AM","7:07 AM","12:02 PM","1:00 PM","3:14 PM","3:45 PM","4:56 PM","6:18 PM","8:00 PM","1:30 PM"
"12","5:29 AM","6:10 AM","7:08 AM","12:02 PM","1:00 PM","3:13 PM","3:45 PM","4:55 PM","6:17 PM","8:00 PM","1:30 PM"
"13","5:30 AM","6:10 AM","7:09 AM","12:02 PM","1:00 PM","3:12 PM","3:45 PM","4:54 PM","6:17 PM","8:00 PM","1:30 PM"
"14","5:31 AM","6:10 AM","7:11 AM","12:02 PM","1:00 PM","3:11 PM","3:45 PM","4:53 PM","6:16 PM","8:00 PM","1:30 PM"
"15","5:32 AM","6:10 AM","7:12 AM","12:02 PM","1:00 PM","3:10 PM","3:45 PM","4:52 PM","6:15 PM","8:00 PM","1:30 PM"
"16","5:33 AM","6:10 AM","7:13 AM","12:02 PM","1:00 PM","3:09 PM","3:45 PM","4:51 PM","6:14 PM","8:00 PM","1:30 PM"
"17","5:34 AM","6:10 AM","7:15 AM","12:03 PM","1:00 PM","3:08 PM","3:45 PM","4:51 PM","6:14 PM","8:00 PM","1:30 PM"
"18","5:35 AM","6:10 AM","7:16 AM","12:03 PM","1:00 PM","3:07 PM","3:45 PM","4:50 PM","6:13 PM","8:00 PM","1:30 PM"
"19","5:36 AM","6:10 AM","7:17 AM","12:03 PM","1:00 PM","3:06 PM","3:45 PM","4:49 PM","6:13 PM","8:00 PM","1:30 PM"
"20","5:37 AM","6:10 AM","7:18 AM","12:03 PM","1:00 PM","3:06 PM","3:45 PM","4:48 PM","6:12 PM","8:00 PM","1:30 PM"
"21","5:38 AM","6:20 AM","7:20 AM","12:03 PM","1:00 PM","3:05 PM","3:45 PM","4:47 PM","6:12 PM","8:00 PM","1:30 PM"
"22","5:40 AM","6:20 AM","7:21 AM","12:04 PM","1:00 PM","3:04 PM","3:45 PM","4:47 PM","6:11 PM","8:00 PM","1:30 PM"
"23","5:41 AM","6:20 AM","7:22 AM","12:04 PM","1:00 PM","3:04 PM","3:45 PM","4:46 PM","6:10 PM","8:00 PM","1:30 PM"
"24","5:42 AM","6:20 AM","7:23 AM","12:04 PM","1:00 PM","3:03 PM","3:45 PM","4:45 PM","6:10 PM","8:00 PM","1:30 PM"
"25","5:43 AM","6:20 AM","7:25 AM","12:05 PM","1:00 PM","3:02 PM","3:45 PM","4:45 PM","6:09 PM","8:00 PM","1:30 PM"
"26","5:44 AM","6:20 AM","7:26 AM","12:05 PM","1:00 PM","3:02 PM","3:45 PM","4:44 PM","6:09 PM","8:00 PM","1:30 PM"
"27","5:45 AM","6:20 AM","7:27 AM","12:05 PM","1:00 PM","3:01 PM","3:45 PM","4:44 PM","6:08 PM","8:00 PM","1:30 PM"
"28","5:46 AM","6:20 AM","7:28 AM","12:06 PM","1:00 PM","3:01 PM","3:45 PM","4:43 PM","6:08 PM","8:00 PM","1:30 PM"
"29","5:47 AM","6:20 AM","7:29 AM","12:06 PM","1:00 PM","3:00 PM","3:45 PM","4:43 PM","6:08 PM","8:00 PM","1:30 PM"
"30","5:48 AM","6:20 AM","7:30 AM","12:06 PM","1:00 PM","3:00 PM","3:45 PM","4:42 PM","6:07 PM","8:00 PM","1:30 PM"
